Word/Token,Frequency Count,LEXI System Classification,Target Suggestion
ploting,2,Pure Typo Candidate,plotting
allso,1,Pure Typo Candidate,also
deviding,3,Pure Typo Candidate,dividing
devide,3,Pure Typo Candidate,divide
trasnfer,1,Pure Typo Candidate,transfer
querythis,1,Pure Typo Candidate,queryist
quantite,1,Pure Typo Candidate,quantitive
boundry,1,Pure Typo Candidate,boundary
expectto,1,Pure Typo Candidate,expect
terraced,2,Pure Typo Candidate,terrace
pleased,3,Pure Typo Candidate,please
amenities,2,Pure Typo Candidate,canities
arndale,1,Pure Typo Candidate,rundale
bedrooms,3,Pure Typo Candidate,bedroom
subsidiaries,2,Pure Typo Candidate,subsidiarie
rotators,1,Pure Typo Candidate,rotator
staffmi,2,Pure Typo Candidate,staff
appt,2,Pure Typo Candidate,appet
enrolldate,1,Pure Typo Candidate,enolate
crowding,1,Pure Typo Candidate,crowing
joinstep,1,Pure Typo Candidate,instep
servicevia,1,Pure Typo Candidate,service
lerner,1,Pure Typo Candidate,learner
userlist,1,Pure Typo Candidate,serialist
preorders,1,Pure Typo Candidate,preorder
strobject,2,Pure Typo Candidate,reobject
exprenter,1,Pure Typo Candidate,experimenter
faxinc,1,Pure Typo Candidate,fraxin
whilefb,2,Pure Typo Candidate,while
binc,1,Pure Typo Candidate,bin
exceptione,3,Pure Typo Candidate,exception
logfile,3,Pure Typo Candidate,logie
sendln,1,Pure Typo Candidate,sendal
haswell,3,Pure Typo Candidate,aswell
stringcan,1,Pure Typo Candidate,stringman
substitude,2,Pure Typo Candidate,substitute
slacks,1,Pure Typo Candidate,slack
webook,1,Pure Typo Candidate,rebook
noauth,1,Pure Typo Candidate,nautch
nasa,1,Pure Typo Candidate,nasal
prohibited,3,Pure Typo Candidate,unprohibited
sast,1,Pure Typo Candidate,sat
fucntions,3,Pure Typo Candidate,function
hangouts,2,Pure Typo Candidate,hangout
resolutionnull,2,Pure Typo Candidate,resolution
gmscore,1,Pure Typo Candidate,score
mediatek,1,Pure Typo Candidate,mediate
resaving,1,Pure Typo Candidate,saving
clumsier,1,Pure Typo Candidate,clumse
printheads,1,Pure Typo Candidate,printed
printtails,1,Pure Typo Candidate,sprittail
autostyle,1,Pure Typo Candidate,autostyly
unschedulable,1,Pure Typo Candidate,unscheduled
surfacearea,1,Pure Typo Candidate,surfacer
zeroi,1,Pure Typo Candidate,zero
respects,3,Pure Typo Candidate,respect
prototyped,1,Pure Typo Candidate,prototype
soundpool,1,Pure Typo Candidate,soundproof
roundtrip,1,Pure Typo Candidate,roundtop
slowdowns,1,Pure Typo Candidate,slowdown
successi,1,Pure Typo Candidate,success
roomsi,1,Pure Typo Candidate,roomie
roomroom,1,Pure Typo Candidate,broomroot
chatroom,3,Pure Typo Candidate,chartroom
broomposition,1,Pure Typo Candidate,recomposition
intentb,2,Pure Typo Candidate,intent
toastposition,2,Pure Typo Candidate,postposition
backgorund,2,Pure Typo Candidate,background
cwhere,1,Pure Typo Candidate,where
toal,1,Pure Typo Candidate,total
intercepts,2,Pure Typo Candidate,intercept
allocators,2,Pure Typo Candidate,allocator
doin,2,Pure Typo Candidate,doing
nonamd,1,Pure Typo Candidate,nonaid
pythonh,1,Pure Typo Candidate,python
intersed,1,Pure Typo Candidate,interested
myvariable,1,Pure Typo Candidate,variable
sexmale,1,Pure Typo Candidate,sexuale
personstring,1,Pure Typo Candidate,personating
personmike,1,Pure Typo Candidate,personize
surefire,4,Pure Typo Candidate,refire
jtree,2,Pure Typo Candidate,tree
phython,3,Pure Typo Candidate,python
assemblxy,1,Pure Typo Candidate,assembly
owni,1,Pure Typo Candidate,own
shini,1,Pure Typo Candidate,shin
nsstream,1,Pure Typo Candidate,stream
dipaly,1,Pure Typo Candidate,dimply
digist,1,Pure Typo Candidate,digit
kvalue,1,Pure Typo Candidate,value
evrything,3,Pure Typo Candidate,everything
outputran,1,Pure Typo Candidate,outspurn
outputint,1,Pure Typo Candidate,outpatient
asnwer,1,Pure Typo Candidate,answer
stoppng,1,Pure Typo Candidate,stopping
dairenin,1,Pure Typo Candidate,darkening
alann,1,Pure Typo Candidate,alan
hata,1,Pure Typo Candidate,whata
yari,2,Pure Typo Candidate,yar
kadar,1,Pure Typo Candidate,khaddar
geldi,1,Pure Typo Candidate,geld
biger,1,Pure Typo Candidate,bigger
minuts,1,Pure Typo Candidate,minus
itso,1,Pure Typo Candidate,its
nearbuy,1,Pure Typo Candidate,nearby
pharmacies,1,Pure Typo Candidate,pharmacite
zopper,1,Pure Typo Candidate,zipper
adavnce,2,Pure Typo Candidate,adance
questiona,1,Pure Typo Candidate,question
soltion,4,Pure Typo Candidate,solution
coulnt,1,Pure Typo Candidate,count
bills,4,Pure Typo Candidate,brills
inspirationi,1,Pure Typo Candidate,inspiration
steals,3,Pure Typo Candidate,steal
structue,1,Pure Typo Candidate,structure
interates,1,Pure Typo Candidate,integrate
newsletters,1,Pure Typo Candidate,newsletter
mats,2,Pure Typo Candidate,matsu
messgae,1,Pure Typo Candidate,message
logiadd,1,Pure Typo Candidate,logia
badd,1,Pure Typo Candidate,bad
guruz,1,Pure Typo Candidate,guru
ipprotocol,2,Pure Typo Candidate,protocol
mouseposition,1,Pure Typo Candidate,misexposition
presist,1,Pure Typo Candidate,resist
swimmers,2,Pure Typo Candidate,swimmer
genders,4,Pure Typo Candidate,gender
cofirm,1,Pure Typo Candidate,confirm
mainmaster,2,Pure Typo Candidate,mintmaster
languagec,4,Pure Typo Candidate,language
finances,1,Pure Typo Candidate,finance
contrasting,4,Pure Typo Candidate,uncontrasting
ioswagger,2,Pure Typo Candidate,swagger
picturepng,1,Pure Typo Candidate,picture
nogo,2,Pure Typo Candidate,nog
replacenew,2,Pure Typo Candidate,replane
ionnavbar,1,Pure Typo Candidate,cinnabar
jqurry,2,Pure Typo Candidate,quarry
foucus,1,Pure Typo Candidate,fucus
manuallyas,1,Pure Typo Candidate,manually
gatling,3,Pure Typo Candidate,goatling
ineger,1,Pure Typo Candidate,integer
existe,1,Pure Typo Candidate,exister
funcin,2,Pure Typo Candidate,function
ninguna,1,Pure Typo Candidate,nigua
tipos,3,Pure Typo Candidate,tripos
argumentos,1,Pure Typo Candidate,argument
necesario,1,Pure Typo Candidate,necessar
agregar,1,Pure Typo Candidate,aggregator
conversin,1,Pure Typo Candidate,conversion
explcita,1,Pure Typo Candidate,explicit
globparent,1,Pure Typo Candidate,godparent
actuators,2,Pure Typo Candidate,actuator
excerise,1,Pure Typo Candidate,exercise
nonces,1,Pure Typo Candidate,nones
multer,3,Pure Typo Candidate,moulter
kclasses,1,Pure Typo Candidate,classes
sneakers,2,Pure Typo Candidate,sneaker
missmatch,2,Pure Typo Candidate,mismatch
thos,3,Pure Typo Candidate,those
sourcefile,1,Pure Typo Candidate,sourceful
tornadobut,1,Pure Typo Candidate,tornado
selffinish,1,Pure Typo Candidate,selfish
sovle,1,Pure Typo Candidate,sole
asup,1,Pure Typo Candidate,sup
rootfs,4,Pure Typo Candidate,rootfast
chroot,2,Pure Typo Candidate,cheroot
prefixing,4,Pure Typo Candidate,prefixion
troubled,1,Pure Typo Candidate,trouble
abhish,1,Pure Typo Candidate,babish
narsingh,1,Pure Typo Candidate,narsinga
abhishek,3,Pure Typo Candidate,abhiseka
abit,3,Pure Typo Candidate,habit
faild,3,Pure Typo Candidate,fail
coressponding,1,Pure Typo Candidate,corresponding
dbraw,1,Pure Typo Candidate,draw
backgroud,2,Pure Typo Candidate,background
pouco,1,Pure Typo Candidate,poco
statefull,1,Pure Typo Candidate,statefully
selfsection,1,Pure Typo Candidate,selection
everday,1,Pure Typo Candidate,everyday
closeable,1,Pure Typo Candidate,closable
minimizable,1,Pure Typo Candidate,inimitable
maximizable,1,Pure Typo Candidate,maximize
tablesits,1,Pure Typo Candidate,tableity
coaches,2,Pure Typo Candidate,coacher
scouts,1,Pure Typo Candidate,scout
tvresult,1,Pure Typo Candidate,result
authorizenet,1,Pure Typo Candidate,authorize
factori,2,Pure Typo Candidate,factor
olog,2,Pure Typo Candidate,ology
amortized,3,Pure Typo Candidate,amortize
minds,2,Pure Typo Candidate,mind
elenment,1,Pure Typo Candidate,element
developmentpush,1,Pure Typo Candidate,development
certficate,1,Pure Typo Candidate,certificate
numericality,1,Pure Typo Candidate,numerically
thetr,1,Pure Typo Candidate,theatry
cumv,2,Pure Typo Candidate,cum
incomputer,2,Pure Typo Candidate,computer
tocon,1,Pure Typo Candidate,toon
departmentdept,1,Pure Typo Candidate,department
porpuse,1,Pure Typo Candidate,porus
idsubmit,1,Pure Typo Candidate,submit
printers,4,Pure Typo Candidate,printer
argox,1,Pure Typo Candidate,argo
igor,1,Pure Typo Candidate,vigor
fulfills,2,Pure Typo Candidate,fulfill
iunknown,2,Pure Typo Candidate,unknown
hartl,2,Pure Typo Candidate,hartal
hartls,2,Pure Typo Candidate,hearts
rechecked,2,Pure Typo Candidate,recheck
usersarcher,1,Pure Typo Candidate,searcher
flashempty,4,Pure Typo Candidate,flashet
nonadmin,3,Pure Typo Candidate,nonamino
lana,2,Pure Typo Candidate,liana
kane,2,Pure Typo Candidate,kaneh
mallory,2,Pure Typo Candidate,alloy
intplayer,1,Pure Typo Candidate,inlayer
laughs,1,Pure Typo Candidate,laugh
defeated,4,Pure Typo Candidate,undefeated
aarray,1,Pure Typo Candidate,array
barray,1,Pure Typo Candidate,barry
carray,1,Pure Typo Candidate,carry
exsists,2,Pure Typo Candidate,exist
hequals,1,Pure Typo Candidate,equal
cposition,1,Pure Typo Candidate,position
connction,1,Pure Typo Candidate,connection
nokia,3,Pure Typo Candidate,okia
interacat,1,Pure Typo Candidate,interact
mandatavoid,1,Pure Typo Candidate,manatoid
maninitialize,1,Pure Typo Candidate,initialize
timinitialize,2,Pure Typo Candidate,initialize
broadcasts,3,Pure Typo Candidate,broadcast
goroot,4,Pure Typo Candidate,groot
patents,2,Pure Typo Candidate,patent
resultp,2,Pure Typo Candidate,result
viewlike,2,Pure Typo Candidate,vinelike
intentrank,1,Pure Typo Candidate,interbank
intentcountry,1,Pure Typo Candidate,intercounty
beinner,1,Pure Typo Candidate,beginner
statemant,2,Pure Typo Candidate,statesman
ifinternational,1,Pure Typo Candidate,international
ifdomestic,1,Pure Typo Candidate,domestic
incomehi,1,Pure Typo Candidate,income
animatedno,3,Pure Typo Candidate,animated
threen,1,Pure Typo Candidate,treen
contiation,1,Pure Typo Candidate,continuation
suggestionthis,1,Pure Typo Candidate,suggestionist
aphone,1,Pure Typo Candidate,phone
cdat,1,Pure Typo Candidate,cat
endb,1,Pure Typo Candidate,end
deply,2,Pure Typo Candidate,deploy
variableint,1,Pure Typo Candidate,variable
corrects,4,Pure Typo Candidate,correct
compounded,2,Pure Typo Candidate,uncompounded
dumby,1,Pure Typo Candidate,dumbly
selecet,1,Pure Typo Candidate,select
insuffcient,1,Pure Typo Candidate,insufficient
extesions,1,Pure Typo Candidate,extension
inclined,3,Pure Typo Candidate,incline
broadband,1,Pure Typo Candidate,browband
ohio,3,Pure Typo Candidate,oho
alaska,2,Pure Typo Candidate,Unalaska
scrollbars,4,Pure Typo Candidate,scrolar
vehicleint,1,Pure Typo Candidate,vehicle
whilech,2,Pure Typo Candidate,while
rakesh,1,Pure Typo Candidate,rakish
printint,1,Pure Typo Candidate,printing
itotal,2,Pure Typo Candidate,total
setfacl,2,Pure Typo Candidate,setal
availeable,1,Pure Typo Candidate,available
sampled,1,Pure Typo Candidate,sample
cras,4,Pure Typo Candidate,crass
rutrum,1,Pure Typo Candidate,utrum
proin,1,Pure Typo Candidate,purloin
nibh,3,Pure Typo Candidate,nib
finibus,2,Pure Typo Candidate,minibus
ultricies,2,Pure Typo Candidate,altrices
diam,4,Pure Typo Candidate,diamb
condimentum,4,Pure Typo Candidate,condiment
nisi,4,Pure Typo Candidate,nisei
ionics,1,Pure Typo Candidate,ionic
ionscroll,2,Pure Typo Candidate,inscroll
anubody,1,Pure Typo Candidate,anybody
wirebegin,1,Pure Typo Candidate,rebegin
wirewrite,3,Pure Typo Candidate,rewrite
wiretrue,1,Pure Typo Candidate,retrue
installinga,1,Pure Typo Candidate,instealing
onodes,1,Pure Typo Candidate,oodles
outputgrade,1,Pure Typo Candidate,outtrade
cinproject,2,Pure Typo Candidate,introject
laterdates,1,Pure Typo Candidate,afterdate
oneyear,3,Pure Typo Candidate,oneyer
twoyear,3,Pure Typo Candidate,toyer
parentorder,1,Pure Typo Candidate,preorder
readmany,1,Pure Typo Candidate,breadman
thumbnailed,1,Pure Typo Candidate,thumbnail
vueloader,2,Pure Typo Candidate,unloader
horizonally,1,Pure Typo Candidate,horizontally
depeneding,1,Pure Typo Candidate,depending
openlist,1,Pure Typo Candidate,penalist
positon,1,Pure Typo Candidate,positron
botstring,1,Pure Typo Candidate,bowstring
threejss,1,Pure Typo Candidate,threeness
homeworks,3,Pure Typo Candidate,homework
downsized,1,Pure Typo Candidate,downside
initializevoid,1,Pure Typo Candidate,initialize
replacechar,1,Pure Typo Candidate,replacer
bufferch,1,Pure Typo Candidate,buffer
strlenline,2,Pure Typo Candidate,tenline
freestack,2,Pure Typo Candidate,restack
cleary,1,Pure Typo Candidate,clearly
hous,1,Pure Typo Candidate,housy
variatons,1,Pure Typo Candidate,variation
designating,2,Pure Typo Candidate,designation
trable,1,Pure Typo Candidate,triable
jsfiddler,1,Pure Typo Candidate,fiddler
decays,1,Pure Typo Candidate,decay
stil,4,Pure Typo Candidate,stilt
runable,4,Pure Typo Candidate,runnable
numpad,3,Pure Typo Candidate,rumpad
shutdownpc,3,Pure Typo Candidate,shutdown
conor,2,Pure Typo Candidate,condor
cinradius,1,Pure Typo Candidate,inradius
cinput,1,Pure Typo Candidate,input
functionand,1,Pure Typo Candidate,functional
outputmy,2,Pure Typo Candidate,output
asort,2,Pure Typo Candidate,assort
ksort,2,Pure Typo Candidate,sort
eluding,2,Pure Typo Candidate,deluding
prefname,1,Pure Typo Candidate,prename
preflang,1,Pure Typo Candidate,reflag
deviceid,4,Pure Typo Candidate,device
mbrtype,1,Pure Typo Candidate,ambrotype
prepd,1,Pure Typo Candidate,prep
incurs,1,Pure Typo Candidate,incurse
enountered,1,Pure Typo Candidate,unencountered
dervied,2,Pure Typo Candidate,deviled
construcotrs,1,Pure Typo Candidate,constructor
vairable,3,Pure Typo Candidate,airable
dmatrix,2,Pure Typo Candidate,matrix
boosting,3,Pure Typo Candidate,booting
emain,1,Pure Typo Candidate,remain
quicklyis,1,Pure Typo Candidate,quickly
eamples,1,Pure Typo Candidate,example
launchd,1,Pure Typo Candidate,launch
mainm,3,Pure Typo Candidate,main
variantmp,1,Pure Typo Candidate,variant
formulating,2,Pure Typo Candidate,formulation
genereated,1,Pure Typo Candidate,generate
baclground,1,Pure Typo Candidate,background
couthi,1,Pure Typo Candidate,couthie
mateen,1,Pure Typo Candidate,sateen
thisit,3,Pure Typo Candidate,thiasite
alwaays,1,Pure Typo Candidate,always
getche,1,Pure Typo Candidate,gether
byebug,4,Pure Typo Candidate,bedbug
granar,1,Pure Typo Candidate,granary
grana,1,Pure Typo Candidate,granza
guyz,4,Pure Typo Candidate,guz
offwork,1,Pure Typo Candidate,cofferwork
addl,1,Pure Typo Candidate,addle
iisexpress,4,Pure Typo Candidate,misexpress
aryan,1,Pure Typo Candidate,Carayan
listn,1,Pure Typo Candidate,listen
lescan,1,Pure Typo Candidate,rescan
advertisers,1,Pure Typo Candidate,advertiser
genarating,1,Pure Typo Candidate,generating
testlike,1,Pure Typo Candidate,tentlike
sparkcsv,2,Pure Typo Candidate,sparks
resaved,1,Pure Typo Candidate,reshave
premtive,2,Pure Typo Candidate,remotive
casesi,1,Pure Typo Candidate,cassis
bewteen,1,Pure Typo Candidate,between
integerstring,2,Pure Typo Candidate,interesting
tata,3,Pure Typo Candidate,tatta
itwork,1,Pure Typo Candidate,pitwork
smaple,1,Pure Typo Candidate,saple
preup,1,Pure Typo Candidate,prep
bootstarp,1,Pure Typo Candidate,bootstrap
hassuccess,1,Pure Typo Candidate,success
dcam,1,Pure Typo Candidate,dam
evary,1,Pure Typo Candidate,revary
stucking,1,Pure Typo Candidate,stuckling
sriman,1,Pure Typo Candidate,sirian
minutesare,1,Pure Typo Candidate,minuter
hiden,4,Pure Typo Candidate,hidden
iexlorer,1,Pure Typo Candidate,explorer
mazda,2,Pure Typo Candidate,maza
usun,1,Pure Typo Candidate,upsun
therfore,1,Pure Typo Candidate,therefore
preparesql,2,Pure Typo Candidate,prepare
concantenate,3,Pure Typo Candidate,concatenate
concantename,1,Pure Typo Candidate,concatenate
contacten,1,Pure Typo Candidate,contact
bedrijf,2,Pure Typo Candidate,bedrift
adres,1,Pure Typo Candidate,adpress
stad,1,Pure Typo Candidate,strad
regio,3,Pure Typo Candidate,region
bakker,3,Pure Typo Candidate,baker
ronald,1,Pure Typo Candidate,Ronald
heuvel,1,Pure Typo Candidate,shevel
donck,1,Pure Typo Candidate,dock
simuleren,2,Pure Typo Candidate,simuler
navigatie,1,Pure Typo Candidate,navigate
particulier,1,Pure Typo Candidate,particular
priv,1,Pure Typo Candidate,privy
peaks,2,Pure Typo Candidate,peak
valleys,2,Pure Typo Candidate,valley
predeclarated,2,Pure Typo Candidate,predeclare
pdata,2,Pure Typo Candidate,pata
valueb,1,Pure Typo Candidate,value
miniboard,1,Pure Typo Candidate,inboard
classbased,1,Pure Typo Candidate,classed
informationfrom,1,Pure Typo Candidate,information
mepaste,1,Pure Typo Candidate,repaste
resupdate,1,Pure Typo Candidate,resupinate
stocked,3,Pure Typo Candidate,unstocked
additioni,3,Pure Typo Candidate,addition
appache,4,Pure Typo Candidate,apache
startingit,1,Pure Typo Candidate,starting
postindex,2,Pure Typo Candidate,postvide
acounting,3,Pure Typo Candidate,accounting
bandwith,1,Pure Typo Candidate,bindwith
anons,1,Pure Typo Candidate,anon
kakfa,1,Pure Typo Candidate,kaka
develper,2,Pure Typo Candidate,developer
nagp,3,Pure Typo Candidate,nap
asselect,1,Pure Typo Candidate,tasselet
moduleid,2,Pure Typo Candidate,module
exampercentage,1,Pure Typo Candidate,percentage
trimuri,1,Pure Typo Candidate,triurid
workbookmaster,1,Pure Typo Candidate,workmaster
genereted,2,Pure Typo Candidate,generate
wban,1,Pure Typo Candidate,wan
temprature,2,Pure Typo Candidate,temperature
sqldeveloper,3,Pure Typo Candidate,developer
commenthii,3,Pure Typo Candidate,comment
aboveplease,1,Pure Typo Candidate,overplease
symbolint,1,Pure Typo Candidate,symbolist
procfile,3,Pure Typo Candidate,profile
tanks,4,Pure Typo Candidate,thanks
sean,2,Pure Typo Candidate,stean
anywayi,1,Pure Typo Candidate,anyway
windowsi,1,Pure Typo Candidate,window
windowsit,1,Pure Typo Candidate,windowshut
subtraits,1,Pure Typo Candidate,subtrist
potencial,1,Pure Typo Candidate,potential
indentations,4,Pure Typo Candidate,indentation
blogging,2,Pure Typo Candidate,logging
mediums,1,Pure Typo Candidate,medius
matrixx,2,Pure Typo Candidate,matrix
pvalues,1,Pure Typo Candidate,value
sowhat,2,Pure Typo Candidate,somewhat
davance,4,Pure Typo Candidate,devance
okio,4,Pure Typo Candidate,kokio
buildtime,1,Pure Typo Candidate,budtime
windowsh,1,Pure Typo Candidate,windowshut
printfv,1,Pure Typo Candidate,print
whichi,1,Pure Typo Candidate,which
appit,1,Pure Typo Candidate,rappist
languagei,3,Pure Typo Candidate,language
sequencef,1,Pure Typo Candidate,sequence
nthe,1,Pure Typo Candidate,nathe
valuea,1,Pure Typo Candidate,value
greets,2,Pure Typo Candidate,greet
datastring,1,Pure Typo Candidate,tasting
ntable,1,Pure Typo Candidate,notable
printlnn,2,Pure Typo Candidate,printline
instalation,4,Pure Typo Candidate,installation
soluton,1,Pure Typo Candidate,solution
consoleyour,4,Pure Typo Candidate,consoler
monkeybar,3,Pure Typo Candidate,monkeyboard
emitters,4,Pure Typo Candidate,emitter
usertype,4,Pure Typo Candidate,undertype
relnames,1,Pure Typo Candidate,rename
pchara,1,Pure Typo Candidate,picara
pooled,3,Pure Typo Candidate,unpooled
nullified,1,Pure Typo Candidate,unnullified
pinco,1,Pure Typo Candidate,pino
curves,1,Pure Typo Candidate,curve
coso,1,Pure Typo Candidate,cos
gots,1,Pure Typo Candidate,got
comands,2,Pure Typo Candidate,command
dbmigrate,3,Pure Typo Candidate,migrate
